Timestamp,Muka_Air_Tanah,Data_Air_Tanah,Kedalaman_Sumur,Kedalaman_Sensor,Diameter_Sumur,Discharge_Status
2026-01-02 17:00:00,14.82191039517346,85.17808960482654,100.0,55.0,0.25,0
2026-01-02 18:00:00,13.435743408564269,86.56425659143574,100.0,55.0,0.25,0
2026-01-02 19:00:00,12.202765019419868,87.79723498058013,100.0,55.0,0.25,0
2026-01-02 20:00:00,10.890982784610467,89.10901721538953,100.0,55.0,0.25,0
2026-01-02 21:00:00,10.074049622736617,89.92595037726338,100.0,55.0,0.25,0
2026-01-02 22:00:00,9.254088863782043,90.74591113621796,100.0,55.0,0.25,0
2026-01-02 23:00:00,8.773019401420383,91.22698059857962,100.0,55.0,0.25,0
2026-01-03 00:00:00,7.924159118472632,92.07584088152737,100.0,55.0,0.25,0
2026-01-03 01:00:00,6.867283883430499,93.1327161165695,100.0,55.0,0.25,0
2026-01-03 02:00:00,6.712719516931701,93.2872804830683,100.0,55.0,0.25,0
2026-01-03 03:00:00,6.056095994664204,93.9439040053358,100.0,55.0,0.25,0
2026-01-03 04:00:00,5.53441680561153,94.46558319438847,100.0,55.0,0.25,0
2026-01-03 05:00:00,5.375156342873622,94.62484365712638,100.0,55.0,0.25,0
2026-01-03 06:00:00,8.871097826838822,91.12890217316118,100.0,55.0,0.25,1
2026-01-03 07:00:00,11.751419257811927,88.24858074218807,100.0,55.0,0.25,1
2026-01-03 08:00:00,13.862545244245855,86.13745475575415,100.0,55.0,0.25,1
2026-01-03 09:00:00,16.063987961386584,83.93601203861341,100.0,55.0,0.25,1
2026-01-03 10:00:00,17.973208557354013,82.02679144264599,100.0,55.0,0.25,1
2026-01-03 11:00:00,19.616021515836778,80.38397848416322,100.0,55.0,0.25,1
2026-01-03 12:00:00,20.6119407692814,79.3880592307186,100.0,55.0,0.25,1
2026-01-03 13:00:00,21.764477478990127,78.23552252100987,100.0,55.0,0.25,1
2026-01-03 14:00:00,19.550181352089396,80.4498186479106,100.0,55.0,0.25,0
2026-01-03 15:00:00,17.705062187385405,82.29493781261459,100.0,55.0,0.25,0
2026-01-03 16:00:00,16.462378325460225,83.53762167453978,100.0,55.0,0.25,0
2026-01-03 17:00:00,15.09113385059741,84.90886614940258,100.0,55.0,0.25,0
2026-01-03 18:00:00,13.473495236078854,86.52650476392114,100.0,55.0,0.25,0
2026-01-03 19:00:00,12.489814113933834,87.51018588606617,100.0,55.0,0.25,0
2026-01-03 20:00:00,11.282523985929414,88.71747601407058,100.0,55.0,0.25,0
2026-01-03 21:00:00,10.110153151906873,89.88984684809313,100.0,55.0,0.25,0
2026-01-03 22:00:00,9.437538513646793,90.56246148635321,100.0,55.0,0.25,0
2026-01-03 23:00:00,8.88634076658379,91.11365923341621,100.0,55.0,0.25,0
2026-01-04 00:00:00,7.8636949001395475,92.13630509986045,100.0,55.0,0.25,0
2026-01-04 01:00:00,7.5467028283281845,92.45329717167182,100.0,55.0,0.25,0
2026-01-04 02:00:00,6.136447666630896,93.8635523333691,100.0,55.0,0.25,0
2026-01-04 03:00:00,6.308737519579005,93.69126248042099,100.0,55.0,0.25,0
2026-01-04 04:00:00,5.697330730481198,94.3026692695188,100.0,55.0,0.25,0
2026-01-04 05:00:00,5.202127715057034,94.79787228494297,100.0,55.0,0.25,0
2026-01-04 06:00:00,8.690991962684777,91.30900803731522,100.0,55.0,0.25,1
2026-01-04 07:00:00,11.174230053350845,88.82576994664916,100.0,55.0,0.25,1
2026-01-04 08:00:00,13.992047883262867,86.00795211673713,100.0,55.0,0.25,1
2026-01-04 09:00:00,16.202007436008163,83.79799256399184,100.0,55.0,0.25,1
2026-01-04 10:00:00,18.206575992398246,81.79342400760176,100.0,55.0,0.25,1
2026-01-04 11:00:00,19.320693562277725,80.67930643772227,100.0,55.0,0.25,1
2026-01-04 12:00:00,20.54899674446395,79.45100325553605,100.0,55.0,0.25,1
2026-01-04 13:00:00,21.703739736569293,78.29626026343071,100.0,55.0,0.25,1
2026-01-04 14:00:00,19.956762454297994,80.043237545702,100.0,55.0,0.25,0
2026-01-04 15:00:00,18.01206404961376,81.98793595038624,100.0,55.0,0.25,0
2026-01-04 16:00:00,16.195730404160233,83.80426959583977,100.0,55.0,0.25,0
2026-01-04 17:00:00,14.924167687044948,85.07583231295506,100.0,55.0,0.25,0
2026-01-04 18:00:00,13.508778290249657,86.49122170975035,100.0,55.0,0.25,0
2026-01-04 19:00:00,12.48415550044862,87.51584449955138,100.0,55.0,0.25,0
2026-01-04 20:00:00,11.070973233332369,88.92902676666763,100.0,55.0,0.25,0
2026-01-04 21:00:00,10.174713037577503,89.8252869624225,100.0,55.0,0.25,0
2026-01-04 22:00:00,9.287799289580919,90.71220071041908,100.0,55.0,0.25,0
2026-01-04 23:00:00,8.286895838560191,91.71310416143982,100.0,55.0,0.25,0
2026-01-05 00:00:00,7.930863000780869,92.06913699921913,100.0,55.0,0.25,0
2026-01-05 01:00:00,7.286686105267136,92.71331389473286,100.0,55.0,0.25,0
2026-01-05 02:00:00,6.662050237076534,93.33794976292347,100.0,55.0,0.25,0
2026-01-05 03:00:00,6.0980073644982085,93.90199263550178,100.0,55.0,0.25,0
2026-01-05 04:00:00,5.397358163645832,94.60264183635417,100.0,55.0,0.25,0
2026-01-05 05:00:00,5.1782600162972505,94.82173998370276,100.0,55.0,0.25,0
2026-01-05 06:00:00,8.604487815417421,91.39551218458257,100.0,55.0,0.25,1
2026-01-05 07:00:00,11.411620657070033,88.58837934292997,100.0,55.0,0.25,1
2026-01-05 08:00:00,14.004007551944001,85.995992448056,100.0,55.0,0.25,1
2026-01-05 09:00:00,16.21163516149853,83.78836483850147,100.0,55.0,0.25,1
2026-01-05 10:00:00,18.288438421857382,81.71156157814262,100.0,55.0,0.25,1
2026-01-05 11:00:00,19.459436617939353,80.54056338206064,100.0,55.0,0.25,1
2026-01-05 12:00:00,20.76235297521159,79.2376470247884,100.0,55.0,0.25,1
2026-01-05 13:00:00,21.78932727935375,78.21067272064624,100.0,55.0,0.25,1
2026-01-05 14:00:00,19.390040573196476,80.60995942680353,100.0,55.0,0.25,0
2026-01-05 15:00:00,17.941112559540812,82.05888744045919,100.0,55.0,0.25,0
2026-01-05 16:00:00,16.313819843155798,83.6861801568442,100.0,55.0,0.25,0
2026-01-05 17:00:00,15.31424484354789,84.6857551564521,100.0,55.0,0.25,0
2026-01-05 18:00:00,13.450964585989526,86.54903541401048,100.0,55.0,0.25,0
2026-01-05 19:00:00,12.3508025695179,87.6491974304821,100.0,55.0,0.25,0
2026-01-05 20:00:00,11.204501437005009,88.795498562995,100.0,55.0,0.25,0
2026-01-05 21:00:00,10.006563804327547,89.99343619567246,100.0,55.0,0.25,0
2026-01-05 22:00:00,9.594834033569311,90.40516596643069,100.0,55.0,0.25,0
2026-01-05 23:00:00,8.73002913013703,91.26997086986297,100.0,55.0,0.25,0
2026-01-06 00:00:00,8.029884660648317,91.97011533935168,100.0,55.0,0.25,0
2026-01-06 01:00:00,7.052632953156788,92.94736704684321,100.0,55.0,0.25,0
2026-01-06 02:00:00,6.941618261891382,93.05838173810862,100.0,55.0,0.25,0
2026-01-06 03:00:00,5.86458324717529,94.13541675282471,100.0,55.0,0.25,0
2026-01-06 04:00:00,5.797829532520425,94.20217046747958,100.0,55.0,0.25,0
2026-01-06 05:00:00,5.70050342754633,94.29949657245368,100.0,55.0,0.25,0
2026-01-06 06:00:00,8.474943192000547,91.52505680799945,100.0,55.0,0.25,1
2026-01-06 07:00:00,11.458833342552127,88.54116665744787,100.0,55.0,0.25,1
2026-01-06 08:00:00,14.05620922821931,85.9437907717807,100.0,55.0,0.25,1
2026-01-06 09:00:00,16.03014198109827,83.96985801890173,100.0,55.0,0.25,1
2026-01-06 10:00:00,17.601078858920058,82.39892114107994,100.0,55.0,0.25,1
2026-01-06 11:00:00,19.4382424083245,80.5617575916755,100.0,55.0,0.25,1
2026-01-06 12:00:00,20.498389598613578,79.50161040138642,100.0,55.0,0.25,1
2026-01-06 13:00:00,21.898941276282017,78.10105872371798,100.0,55.0,0.25,1
2026-01-06 14:00:00,19.589915664292725,80.41008433570727,100.0,55.0,0.25,0
2026-01-06 15:00:00,18.256407341029043,81.74359265897095,100.0,55.0,0.25,0
2026-01-06 16:00:00,16.145127755555738,83.85487224444427,100.0,55.0,0.25,0
2026-01-06 17:00:00,14.75718826937955,85.24281173062045,100.0,55.0,0.25,0
2026-01-06 18:00:00,13.65214395883255,86.34785604116745,100.0,55.0,0.25,0
2026-01-06 19:00:00,12.044323600535964,87.95567639946404,100.0,55.0,0.25,0
2026-01-06 20:00:00,11.256938804361306,88.74306119563869,100.0,55.0,0.25,0
2026-01-06 21:00:00,10.501730686552918,89.49826931344708,100.0,55.0,0.25,0
2026-01-06 22:00:00,9.044775275214542,90.95522472478545,100.0,55.0,0.25,0
2026-01-06 23:00:00,8.616571501620571,91.38342849837943,100.0,55.0,0.25,0
2026-01-07 00:00:00,7.923656815772383,92.07634318422761,100.0,55.0,0.25,0
2026-01-07 01:00:00,7.390876805585891,92.60912319441411,100.0,55.0,0.25,0
2026-01-07 02:00:00,6.41367086593177,93.58632913406824,100.0,55.0,0.25,0
2026-01-07 03:00:00,5.880863584679791,94.11913641532021,100.0,55.0,0.25,0
2026-01-07 04:00:00,5.784847729690362,94.21515227030963,100.0,55.0,0.25,0
2026-01-07 05:00:00,5.321810409556921,94.67818959044308,100.0,55.0,0.25,0
2026-01-07 06:00:00,8.723150023742917,91.27684997625708,100.0,55.0,0.25,1
2026-01-07 07:00:00,11.641383377522075,88.35861662247792,100.0,55.0,0.25,1
2026-01-07 08:00:00,13.90027473096358,86.09972526903641,100.0,55.0,0.25,1
2026-01-07 09:00:00,16.177288463419586,83.82271153658041,100.0,55.0,0.25,1
2026-01-07 10:00:00,17.969826560049015,82.03017343995099,100.0,55.0,0.25,1
2026-01-07 11:00:00,19.281659971975614,80.71834002802439,100.0,55.0,0.25,1
2026-01-07 12:00:00,21.084005619472705,78.9159943805273,100.0,55.0,0.25,1
2026-01-07 13:00:00,21.898989693839546,78.10101030616045,100.0,55.0,0.25,1
2026-01-07 14:00:00,19.53554009925094,80.46445990074906,100.0,55.0,0.25,0
2026-01-07 15:00:00,18.07773144054909,81.92226855945091,100.0,55.0,0.25,0
2026-01-07 16:00:00,16.106842312894628,83.89315768710537,100.0,55.0,0.25,0
2026-01-07 17:00:00,14.979017702994573,85.02098229700543,100.0,55.0,0.25,0
2026-01-07 18:00:00,13.721159819822955,86.27884018017704,100.0,55.0,0.25,0
2026-01-07 19:00:00,12.126360169948985,87.87363983005102,100.0,55.0,0.25,0
2026-01-07 20:00:00,11.40412219610626,88.59587780389374,100.0,55.0,0.25,0
2026-01-07 21:00:00,10.322858458618956,89.67714154138105,100.0,55.0,0.25,0
2026-01-07 22:00:00,9.530684077907388,90.46931592209262,100.0,55.0,0.25,0
2026-01-07 23:00:00,8.95900343784843,91.04099656215158,100.0,55.0,0.25,0
2026-01-08 00:00:00,7.822602733985303,92.1773972660147,100.0,55.0,0.25,0
2026-01-08 01:00:00,7.083765088595791,92.9162349114042,100.0,55.0,0.25,0
2026-01-08 02:00:00,6.483158203395456,93.51684179660454,100.0,55.0,0.25,0
2026-01-08 03:00:00,5.981792923395417,94.01820707660458,100.0,55.0,0.25,0
2026-01-08 04:00:00,5.665039140466833,94.33496085953317,100.0,55.0,0.25,0
2026-01-08 05:00:00,5.3306439290780165,94.66935607092198,100.0,55.0,0.25,0
2026-01-08 06:00:00,8.728389663863489,91.27161033613652,100.0,55.0,0.25,1
2026-01-08 07:00:00,11.737530428205067,88.26246957179494,100.0,55.0,0.25,1
2026-01-08 08:00:00,14.038880090013764,85.96111990998624,100.0,55.0,0.25,1
2026-01-08 09:00:00,16.421544570323917,83.57845542967608,100.0,55.0,0.25,1
2026-01-08 10:00:00,17.858280725010996,82.141719274989,100.0,55.0,0.25,1
2026-01-08 11:00:00,19.96856411122772,80.03143588877228,100.0,55.0,0.25,1
2026-01-08 12:00:00,20.83598420577633,79.16401579422367,100.0,55.0,0.25,1
2026-01-08 13:00:00,21.632791614506573,78.36720838549343,100.0,55.0,0.25,1
2026-01-08 14:00:00,19.559622313598624,80.44037768640138,100.0,55.0,0.25,0
2026-01-08 15:00:00,18.0429152149384,81.9570847850616,100.0,55.0,0.25,0
2026-01-08 16:00:00,16.25708610163562,83.74291389836438,100.0,55.0,0.25,0
2026-01-08 17:00:00,14.964400891649126,85.03559910835088,100.0,55.0,0.25,0
2026-01-08 18:00:00,13.584088238462346,86.41591176153766,100.0,55.0,0.25,0
2026-01-08 19:00:00,12.2759308596615,87.7240691403385,100.0,55.0,0.25,0
2026-01-08 20:00:00,11.042088234359905,88.95791176564009,100.0,55.0,0.25,0
2026-01-08 21:00:00,9.937332835239056,90.06266716476094,100.0,55.0,0.25,0
2026-01-08 22:00:00,9.276969061745202,90.7230309382548,100.0,55.0,0.25,0
2026-01-08 23:00:00,8.75092460580744,91.24907539419256,100.0,55.0,0.25,0
2026-01-09 00:00:00,7.9144991110745115,92.0855008889255,100.0,55.0,0.25,0
2026-01-09 01:00:00,6.985364570281226,93.01463542971878,100.0,55.0,0.25,0
2026-01-09 02:00:00,6.695697278591497,93.3043027214085,100.0,55.0,0.25,0
2026-01-09 03:00:00,6.222018460024902,93.7779815399751,100.0,55.0,0.25,0
2026-01-09 04:00:00,5.503687998430995,94.49631200156901,100.0,55.0,0.25,0
2026-01-09 05:00:00,5.293158558293205,94.7068414417068,100.0,55.0,0.25,0
2026-01-09 06:00:00,8.684693250227685,91.31530674977232,100.0,55.0,0.25,1
2026-01-09 07:00:00,11.343499720991588,88.65650027900841,100.0,55.0,0.25,1
2026-01-09 08:00:00,14.107837185543712,85.89216281445628,100.0,55.0,0.25,1
2026-01-09 09:00:00,16.242994661726595,83.7570053382734,100.0,55.0,0.25,1
2026-01-09 10:00:00,18.127822341620064,81.87217765837994,100.0,55.0,0.25,1
2026-01-09 11:00:00,19.635290689444236,80.36470931055577,100.0,55.0,0.25,1
2026-01-09 12:00:00,20.435316863590252,79.56468313640974,100.0,55.0,0.25,1
2026-01-09 13:00:00,21.616658118621395,78.38334188137861,100.0,55.0,0.25,1
2026-01-09 14:00:00,19.87680786738571,80.12319213261429,100.0,55.0,0.25,0
2026-01-09 15:00:00,18.04917792273202,81.95082207726799,100.0,55.0,0.25,0
2026-01-09 16:00:00,16.40478819655583,83.59521180344417,100.0,55.0,0.25,0
2026-01-09 17:00:00,15.592147091496106,84.4078529085039,100.0,55.0,0.25,0
2026-01-09 18:00:00,13.603618816167277,86.39638118383272,100.0,55.0,0.25,0
2026-01-09 19:00:00,12.517609770661899,87.48239022933811,100.0,55.0,0.25,0
2026-01-09 20:00:00,11.402247331061842,88.59775266893816,100.0,55.0,0.25,0
2026-01-09 21:00:00,10.37058053078804,89.62941946921197,100.0,55.0,0.25,0
2026-01-09 22:00:00,9.303218203546123,90.69678179645388,100.0,55.0,0.25,0
2026-01-09 23:00:00,8.731438691325428,91.26856130867458,100.0,55.0,0.25,0
2026-01-10 00:00:00,7.717115319596582,92.28288468040341,100.0,55.0,0.25,0
2026-01-10 01:00:00,7.187148604905685,92.81285139509431,100.0,55.0,0.25,0
2026-01-10 02:00:00,6.563988384062497,93.4360116159375,100.0,55.0,0.25,0
2026-01-10 03:00:00,6.161329812142751,93.83867018785725,100.0,55.0,0.25,0
2026-01-10 04:00:00,6.14339119917364,93.85660880082636,100.0,55.0,0.25,0
2026-01-10 05:00:00,4.888960498736695,95.1110395012633,100.0,55.0,0.25,0
2026-01-10 06:00:00,8.810303544741691,91.18969645525831,100.0,55.0,0.25,1
2026-01-10 07:00:00,11.249550606428839,88.75044939357116,100.0,55.0,0.25,1
2026-01-10 08:00:00,13.941893340408866,86.05810665959113,100.0,55.0,0.25,1
2026-01-10 09:00:00,16.348627875925214,83.65137212407478,100.0,55.0,0.25,1
2026-01-10 10:00:00,17.92406809687107,82.07593190312893,100.0,55.0,0.25,1
2026-01-10 11:00:00,19.20898132350832,80.79101867649169,100.0,55.0,0.25,1
2026-01-10 12:00:00,20.56778999537806,79.43221000462194,100.0,55.0,0.25,1
2026-01-10 13:00:00,21.94014267643248,78.05985732356751,100.0,55.0,0.25,1
2026-01-10 14:00:00,19.627727487637564,80.37227251236243,100.0,55.0,0.25,0
2026-01-10 15:00:00,17.989712450499287,82.01028754950072,100.0,55.0,0.25,0
2026-01-10 16:00:00,16.310893027305365,83.68910697269463,100.0,55.0,0.25,0
2026-01-10 17:00:00,14.691280723870976,85.30871927612903,100.0,55.0,0.25,0
2026-01-10 18:00:00,13.91822953191799,86.08177046808201,100.0,55.0,0.25,0
2026-01-10 19:00:00,12.417280447111235,87.58271955288876,100.0,55.0,0.25,0
2026-01-10 20:00:00,10.806418461051347,89.19358153894865,100.0,55.0,0.25,0
2026-01-10 21:00:00,10.277593143498466,89.72240685650154,100.0,55.0,0.25,0
2026-01-10 22:00:00,9.233914759536445,90.76608524046355,100.0,55.0,0.25,0
2026-01-10 23:00:00,8.750131514200357,91.24986848579964,100.0,55.0,0.25,0
2026-01-11 00:00:00,7.71317621483046,92.28682378516955,100.0,55.0,0.25,0
2026-01-11 01:00:00,7.21156503797192,92.78843496202808,100.0,55.0,0.25,0
2026-01-11 02:00:00,6.762058549434861,93.23794145056515,100.0,55.0,0.25,0
2026-01-11 03:00:00,6.318106023108918,93.68189397689108,100.0,55.0,0.25,0
2026-01-11 04:00:00,5.440400204436249,94.55959979556376,100.0,55.0,0.25,0
2026-01-11 05:00:00,5.195513290094474,94.80448670990553,100.0,55.0,0.25,0
2026-01-11 06:00:00,8.578062444441073,91.42193755555893,100.0,55.0,0.25,1
2026-01-11 07:00:00,11.441427934157531,88.55857206584247,100.0,55.0,0.25,1
2026-01-11 08:00:00,14.38937056162765,85.61062943837234,100.0,55.0,0.25,1
2026-01-11 09:00:00,16.211834098727905,83.7881659012721,100.0,55.0,0.25,1
2026-01-11 10:00:00,17.65903530218835,82.34096469781164,100.0,55.0,0.25,1
2026-01-11 11:00:00,19.60810266850801,80.39189733149199,100.0,55.0,0.25,1
2026-01-11 12:00:00,21.135281976635024,78.86471802336497,100.0,55.0,0.25,1
2026-01-11 13:00:00,22.010716178757853,77.98928382124214,100.0,55.0,0.25,1
2026-01-11 14:00:00,19.46992682079206,80.53007317920793,100.0,55.0,0.25,0
2026-01-11 15:00:00,17.849573918011327,82.15042608198867,100.0,55.0,0.25,0
2026-01-11 16:00:00,16.555160889163446,83.44483911083655,100.0,55.0,0.25,0
2026-01-11 17:00:00,14.680066900269754,85.31993309973025,100.0,55.0,0.25,0
2026-01-11 18:00:00,13.578204599683405,86.4217954003166,100.0,55.0,0.25,0
2026-01-11 19:00:00,12.445423453334609,87.55457654666539,100.0,55.0,0.25,0
2026-01-11 20:00:00,11.026060884068253,88.97393911593174,100.0,55.0,0.25,0
2026-01-11 21:00:00,10.228397209333123,89.77160279066688,100.0,55.0,0.25,0
2026-01-11 22:00:00,8.718018584477118,91.28198141552288,100.0,55.0,0.25,0
2026-01-11 23:00:00,8.374767318974982,91.62523268102501,100.0,55.0,0.25,0
2026-01-12 00:00:00,7.821166732239023,92.17883326776098,100.0,55.0,0.25,0
2026-01-12 01:00:00,6.98495568987292,93.01504431012708,100.0,55.0,0.25,0
2026-01-12 02:00:00,6.987543354425628,93.01245664557437,100.0,55.0,0.25,0
2026-01-12 03:00:00,5.858926708683244,94.14107329131676,100.0,55.0,0.25,0
2026-01-12 04:00:00,5.592450588508437,94.40754941149156,100.0,55.0,0.25,0
2026-01-12 05:00:00,5.288561652720269,94.71143834727974,100.0,55.0,0.25,0
2026-01-12 06:00:00,8.961306164486816,91.03869383551319,100.0,55.0,0.25,1
2026-01-12 07:00:00,11.284921350436665,88.71507864956334,100.0,55.0,0.25,1
2026-01-12 08:00:00,14.268912464002662,85.73108753599733,100.0,55.0,0.25,1
2026-01-12 09:00:00,16.132884368739834,83.86711563126016,100.0,55.0,0.25,1
2026-01-12 10:00:00,17.71491036284594,82.28508963715406,100.0,55.0,0.25,1
2026-01-12 11:00:00,19.516950973949854,80.48304902605014,100.0,55.0,0.25,1
2026-01-12 12:00:00,20.750662676347318,79.24933732365268,100.0,55.0,0.25,1
2026-01-12 13:00:00,21.684179751215968,78.31582024878404,100.0,55.0,0.25,1
2026-01-12 14:00:00,19.78776123098096,80.21223876901904,100.0,55.0,0.25,0
2026-01-12 15:00:00,17.869358013212306,82.1306419867877,100.0,55.0,0.25,0
2026-01-12 16:00:00,16.32448212837644,83.67551787162355,100.0,55.0,0.25,0
2026-01-12 17:00:00,14.954026928297782,85.04597307170222,100.0,55.0,0.25,0
2026-01-12 18:00:00,13.806644077283286,86.19335592271672,100.0,55.0,0.25,0
2026-01-12 19:00:00,12.042933542883423,87.95706645711658,100.0,55.0,0.25,0
2026-01-12 20:00:00,11.638053653315168,88.36194634668483,100.0,55.0,0.25,0
2026-01-12 21:00:00,9.849884720641022,90.15011527935897,100.0,55.0,0.25,0
2026-01-12 22:00:00,9.335915033483854,90.66408496651614,100.0,55.0,0.25,0
2026-01-12 23:00:00,8.697308288538789,91.30269171146121,100.0,55.0,0.25,0
2026-01-13 00:00:00,7.9278787360646925,92.0721212639353,100.0,55.0,0.25,0
2026-01-13 01:00:00,7.109972422301798,92.8900275776982,100.0,55.0,0.25,0
2026-01-13 02:00:00,6.61943664356787,93.38056335643213,100.0,55.0,0.25,0
2026-01-13 03:00:00,6.046354797343627,93.95364520265638,100.0,55.0,0.25,0
2026-01-13 04:00:00,5.562586534459011,94.43741346554098,100.0,55.0,0.25,0
2026-01-13 05:00:00,5.432333956667273,94.56766604333272,100.0,55.0,0.25,0
2026-01-13 06:00:00,8.744454603866618,91.25554539613339,100.0,55.0,0.25,1
2026-01-13 07:00:00,11.433511861620437,88.56648813837957,100.0,55.0,0.25,1
2026-01-13 08:00:00,14.216199688658332,85.78380031134166,100.0,55.0,0.25,1
2026-01-13 09:00:00,16.19229766071125,83.80770233928875,100.0,55.0,0.25,1
2026-01-13 10:00:00,18.07378451682333,81.92621548317666,100.0,55.0,0.25,1
2026-01-13 11:00:00,19.55045604748193,80.44954395251807,100.0,55.0,0.25,1
2026-01-13 12:00:00,20.54505173504821,79.45494826495178,100.0,55.0,0.25,1
2026-01-13 13:00:00,21.692186918608336,78.30781308139166,100.0,55.0,0.25,1
2026-01-13 14:00:00,19.92325953500761,80.07674046499238,100.0,55.0,0.25,0
2026-01-13 15:00:00,18.068494785671355,81.93150521432864,100.0,55.0,0.25,0
2026-01-13 16:00:00,16.297598340533366,83.70240165946663,100.0,55.0,0.25,0
2026-01-13 17:00:00,14.845066270055334,85.15493372994467,100.0,55.0,0.25,0
2026-01-13 18:00:00,13.744973693211904,86.2550263067881,100.0,55.0,0.25,0
2026-01-13 19:00:00,12.172182364881632,87.82781763511836,100.0,55.0,0.25,0
2026-01-13 20:00:00,11.320866454617926,88.67913354538207,100.0,55.0,0.25,0
2026-01-13 21:00:00,10.199863750058748,89.80013624994125,100.0,55.0,0.25,0
2026-01-13 22:00:00,9.32273581184553,90.67726418815447,100.0,55.0,0.25,0
2026-01-13 23:00:00,8.799400217639315,91.20059978236068,100.0,55.0,0.25,0
2026-01-14 00:00:00,8.036763632315296,91.9632363676847,100.0,55.0,0.25,0
2026-01-14 01:00:00,7.397214253466048,92.60278574653395,100.0,55.0,0.25,0
2026-01-14 02:00:00,6.922156855070194,93.0778431449298,100.0,55.0,0.25,0
2026-01-14 03:00:00,6.149155752601947,93.85084424739806,100.0,55.0,0.25,0
2026-01-14 04:00:00,5.816850080106849,94.18314991989315,100.0,55.0,0.25,0
2026-01-14 05:00:00,5.200360185944379,94.79963981405562,100.0,55.0,0.25,0
2026-01-14 06:00:00,8.737884777171297,91.2621152228287,100.0,55.0,0.25,1
2026-01-14 07:00:00,11.54606516979903,88.45393483020096,100.0,55.0,0.25,1
2026-01-14 08:00:00,14.055678906570225,85.94432109342978,100.0,55.0,0.25,1
2026-01-14 09:00:00,16.249869161623312,83.75013083837669,100.0,55.0,0.25,1
