level_0,index,Timestamp,Muka_Air_Tanah,Data_Air_Tanah,Kedalaman_Sumur,Kedalaman_Sensor,Diameter_Sumur,Discharge_Status
19,19,2026-01-01 19:00:00,15.405999560621414,84.59400043937859,100.0,55.0,0.25,0
20,20,2026-01-01 20:00:00,14.278974818566166,85.72102518143383,100.0,55.0,0.25,0
21,21,2026-01-01 21:00:00,12.442388396910726,87.55761160308927,100.0,55.0,0.25,0
22,22,2026-01-01 22:00:00,11.182544059104654,88.81745594089534,100.0,55.0,0.25,0
23,23,2026-01-01 23:00:00,9.72380417074433,90.27619582925567,100.0,55.0,0.25,0
24,24,2026-01-02 00:00:00,8.878826806123541,91.12117319387646,100.0,55.0,0.25,0
25,25,2026-01-02 01:00:00,8.111363466847122,91.88863653315288,100.0,55.0,0.25,0
26,26,2026-01-02 02:00:00,7.06827875955207,92.93172124044793,100.0,55.0,0.25,0
27,27,2026-01-02 03:00:00,6.677799781701282,93.32220021829872,100.0,55.0,0.25,0
28,28,2026-01-02 04:00:00,5.870213218684529,94.12978678131547,100.0,55.0,0.25,0
29,29,2026-01-02 05:00:00,5.39316129190944,94.60683870809056,100.0,55.0,0.25,0
30,30,2026-01-02 06:00:00,10.968283708955193,89.0317162910448,100.0,55.0,0.25,1
31,31,2026-01-02 07:00:00,15.686924410452592,84.31307558954741,100.0,55.0,0.25,1
32,32,2026-01-02 08:00:00,18.484652135215516,81.51534786478449,100.0,55.0,0.25,1
33,33,2026-01-02 09:00:00,16.23732720475235,83.76267279524765,100.0,55.0,0.25,0
34,34,2026-01-02 10:00:00,14.819514046098945,85.18048595390106,100.0,55.0,0.25,0
35,35,2026-01-02 11:00:00,12.832235726042708,87.16776427395729,100.0,55.0,0.25,0
36,36,2026-01-02 12:00:00,11.729008640313433,88.27099135968656,100.0,55.0,0.25,0
37,37,2026-01-02 13:00:00,10.07283358597903,89.92716641402097,100.0,55.0,0.25,0
38,38,2026-01-02 14:00:00,9.123358287684699,90.8766417123153,100.0,55.0,0.25,0
39,39,2026-01-02 15:00:00,14.081118870272114,85.91888112972788,100.0,55.0,0.25,1
40,40,2026-01-02 16:00:00,17.6790032833228,82.3209967166772,100.0,55.0,0.25,1
41,41,2026-01-02 17:00:00,20.18275613173078,79.81724386826922,100.0,55.0,0.25,1
42,42,2026-01-02 18:00:00,17.887534921956007,82.112465078044,100.0,55.0,0.25,0
43,43,2026-01-02 19:00:00,15.881164089903757,84.11883591009624,100.0,55.0,0.25,0
44,44,2026-01-02 20:00:00,13.912714251465536,86.08728574853447,100.0,55.0,0.25,0
45,45,2026-01-02 21:00:00,12.539439569915398,87.4605604300846,100.0,55.0,0.25,0
46,46,2026-01-02 22:00:00,11.24927164801106,88.75072835198894,100.0,55.0,0.25,0
47,47,2026-01-02 23:00:00,10.371855919182439,89.62814408081756,100.0,55.0,0.25,0
48,48,2026-01-03 00:00:00,9.189903354979709,90.8100966450203,100.0,55.0,0.25,0
49,49,2026-01-03 01:00:00,7.854030102345547,92.14596989765445,100.0,55.0,0.25,0
50,50,2026-01-03 02:00:00,7.466658351286881,92.53334164871312,100.0,55.0,0.25,0
51,51,2026-01-03 03:00:00,6.616604114435709,93.3833958855643,100.0,55.0,0.25,0
52,52,2026-01-03 04:00:00,5.935001701995503,94.0649982980045,100.0,55.0,0.25,0
53,53,2026-01-03 05:00:00,5.644275027578065,94.35572497242194,100.0,55.0,0.25,0
54,54,2026-01-03 06:00:00,11.347654731856608,88.65234526814339,100.0,55.0,0.25,1
55,55,2026-01-03 07:00:00,15.542347144341303,84.4576528556587,100.0,55.0,0.25,1
56,56,2026-01-03 08:00:00,18.34922483574402,81.65077516425598,100.0,55.0,0.25,1
57,57,2026-01-03 09:00:00,16.41317766437168,83.58682233562831,100.0,55.0,0.25,0
58,58,2026-01-03 10:00:00,14.744270409077604,85.2557295909224,100.0,55.0,0.25,0
59,59,2026-01-03 11:00:00,13.291764621485736,86.70823537851426,100.0,55.0,0.25,0
60,60,2026-01-03 12:00:00,11.609222076964855,88.39077792303515,100.0,55.0,0.25,0
61,61,2026-01-03 13:00:00,10.443318298257081,89.55668170174292,100.0,55.0,0.25,0
62,62,2026-01-03 14:00:00,9.181529087557859,90.81847091244214,100.0,55.0,0.25,0
63,63,2026-01-03 15:00:00,13.812855736953164,86.18714426304683,100.0,55.0,0.25,1
64,64,2026-01-03 16:00:00,17.701577960805814,82.29842203919418,100.0,55.0,0.25,1
65,65,2026-01-03 17:00:00,20.425552602959392,79.57444739704061,100.0,55.0,0.25,1
66,66,2026-01-03 18:00:00,17.901386021259736,82.09861397874026,100.0,55.0,0.25,0
67,67,2026-01-03 19:00:00,16.14660005968511,83.85339994031489,100.0,55.0,0.25,0
68,68,2026-01-03 20:00:00,14.284713467503428,85.71528653249658,100.0,55.0,0.25,0
69,69,2026-01-03 21:00:00,12.557875960073607,87.4421240399264,100.0,55.0,0.25,0
70,70,2026-01-03 22:00:00,11.41675104277696,88.58324895722303,100.0,55.0,0.25,0
71,71,2026-01-03 23:00:00,10.470742604367437,89.52925739563256,100.0,55.0,0.25,0
72,72,2026-01-04 00:00:00,9.116393848323346,90.88360615167666,100.0,55.0,0.25,0
73,73,2026-01-04 01:00:00,8.521660700570695,91.47833929942931,100.0,55.0,0.25,0
74,74,2026-01-04 02:00:00,6.879735112260998,93.120264887739,100.0,55.0,0.25,0
75,75,2026-01-04 03:00:00,6.859622537984518,93.14037746201548,100.0,55.0,0.25,0
76,76,2026-01-04 04:00:00,6.08922240630397,93.91077759369603,100.0,55.0,0.25,0
77,77,2026-01-04 05:00:00,5.463393963444402,94.5366060365556,100.0,55.0,0.25,0
78,78,2026-01-04 06:00:00,11.160748730460282,88.83925126953972,100.0,55.0,0.25,1
79,79,2026-01-04 07:00:00,14.959283648444707,85.04071635155529,100.0,55.0,0.25,1
80,80,2026-01-04 08:00:00,18.473663695956162,81.52633630404384,100.0,55.0,0.25,1
81,81,2026-01-04 09:00:00,16.546908819003175,83.45309118099682,100.0,55.0,0.25,0
82,82,2026-01-04 10:00:00,14.97400675708503,85.02599324291496,100.0,55.0,0.25,0
83,83,2026-01-04 11:00:00,12.99336255070559,87.0066374492944,100.0,55.0,0.25,0
84,84,2026-01-04 12:00:00,11.543675882458444,88.45632411754156,100.0,55.0,0.25,0
85,85,2026-01-04 13:00:00,10.380378241955725,89.61962175804427,100.0,55.0,0.25,0
86,86,2026-01-04 14:00:00,9.586122516132333,90.41387748386767,100.0,55.0,0.25,0
87,87,2026-01-04 15:00:00,14.118031791375875,85.88196820862413,100.0,55.0,0.25,1
88,88,2026-01-04 16:00:00,17.433259136329546,82.56674086367045,100.0,55.0,0.25,1
89,89,2026-01-04 17:00:00,20.257061869434885,79.74293813056511,100.0,55.0,0.25,1
90,90,2026-01-04 18:00:00,17.935294886744355,82.06470511325564,100.0,55.0,0.25,0
91,91,2026-01-04 19:00:00,16.139702849756357,83.86029715024364,100.0,55.0,0.25,0
92,92,2026-01-04 20:00:00,14.072046370676334,85.92795362932367,100.0,55.0,0.25,0
93,93,2026-01-04 21:00:00,12.621429721398036,87.37857027860197,100.0,55.0,0.25,0
94,94,2026-01-04 22:00:00,11.266105062005046,88.73389493799496,100.0,55.0,0.25,0
95,95,2026-01-04 23:00:00,9.870480499889277,90.12951950011072,100.0,55.0,0.25,0
96,96,2026-01-05 00:00:00,9.182825526186733,90.81717447381327,100.0,55.0,0.25,0
97,97,2026-01-05 01:00:00,8.260980348716936,91.73901965128306,100.0,55.0,0.25,0
98,98,2026-01-05 02:00:00,7.404739670295736,92.59526032970426,100.0,55.0,0.25,0
99,99,2026-01-05 03:00:00,6.648353514816146,93.35164648518385,100.0,55.0,0.25,0
100,100,2026-01-05 04:00:00,5.788764280102152,94.21123571989784,100.0,55.0,0.25,0
101,101,2026-01-05 05:00:00,5.439088752537694,94.5609112474623,100.0,55.0,0.25,0
102,102,2026-01-05 06:00:00,11.073870459512722,88.92612954048728,100.0,55.0,0.25,1
103,103,2026-01-05 07:00:00,15.196354568269232,84.80364543173077,100.0,55.0,0.25,1
104,104,2026-01-05 08:00:00,18.485350374251965,81.51464962574804,100.0,55.0,0.25,1
105,105,2026-01-05 09:00:00,16.556304785957856,83.44369521404215,100.0,55.0,0.25,0
106,106,2026-01-05 10:00:00,15.05567244108566,84.94432755891434,100.0,55.0,0.25,0
107,107,2026-01-05 11:00:00,13.131938592108696,86.8680614078913,100.0,55.0,0.25,0
108,108,2026-01-05 12:00:00,11.756890344141802,88.2431096558582,100.0,55.0,0.25,0
109,109,2026-01-05 13:00:00,10.465845450924347,89.53415454907565,100.0,55.0,0.25,0
110,110,2026-01-05 14:00:00,9.019292234928463,90.98070776507154,100.0,55.0,0.25,0
111,111,2026-01-05 15:00:00,14.04698208340136,85.95301791659864,100.0,55.0,0.25,1
112,112,2026-01-05 16:00:00,17.55125968585661,82.4487403141434,100.0,55.0,0.25,1
113,113,2026-01-05 17:00:00,20.64705865539836,79.35294134460165,100.0,55.0,0.25,1
114,114,2026-01-05 18:00:00,17.877408811996922,82.12259118800307,100.0,55.0,0.25,0
115,115,2026-01-05 19:00:00,16.00628475282549,83.9937152471745,100.0,55.0,0.25,0
116,116,2026-01-05 20:00:00,14.205515896294667,85.79448410370533,100.0,55.0,0.25,0
117,117,2026-01-05 21:00:00,12.453227652683525,87.54677234731648,100.0,55.0,0.25,0
118,118,2026-01-05 22:00:00,11.573092231885544,88.42690776811446,100.0,55.0,0.25,0
119,119,2026-01-05 23:00:00,10.31357095524199,89.68642904475801,100.0,55.0,0.25,0
120,120,2026-01-06 00:00:00,9.28180861626869,90.71819138373131,100.0,55.0,0.25,0
121,121,2026-01-06 01:00:00,8.026892468677921,91.97310753132209,100.0,55.0,0.25,0
122,122,2026-01-06 02:00:00,7.684276426667664,92.31572357333233,100.0,55.0,0.25,0
123,123,2026-01-06 03:00:00,6.414901244184335,93.58509875581566,100.0,55.0,0.25,0
124,124,2026-01-06 04:00:00,6.18921030069371,93.81078969930628,100.0,55.0,0.25,0
125,125,2026-01-06 05:00:00,5.961309341263613,94.03869065873639,100.0,55.0,0.25,0
126,126,2026-01-06 06:00:00,10.944306397050074,89.05569360294993,100.0,55.0,0.25,1
127,127,2026-01-06 07:00:00,15.243550700636606,84.7564492993634,100.0,55.0,0.25,1
128,128,2026-01-06 08:00:00,18.5375379579354,81.4624620420646,100.0,55.0,0.25,1
129,129,2026-01-06 09:00:00,16.374799631904487,83.6252003680955,100.0,55.0,0.25,0
130,130,2026-01-06 10:00:00,14.368302704987174,85.63169729501283,100.0,55.0,0.25,0
131,131,2026-01-06 11:00:00,13.110735739217558,86.88926426078244,100.0,55.0,0.25,0
132,132,2026-01-06 12:00:00,11.492919624200368,88.50708037579963,100.0,55.0,0.25,0
133,133,2026-01-06 13:00:00,10.575453209039155,89.42454679096085,100.0,55.0,0.25,0
134,134,2026-01-06 14:00:00,9.219161709315905,90.7808382906841,100.0,55.0,0.25,0
135,135,2026-01-06 15:00:00,14.362271798125509,85.6377282018745,100.0,55.0,0.25,1
136,136,2026-01-06 16:00:00,17.382563029374253,82.61743697062575,100.0,55.0,0.25,1
137,137,2026-01-06 17:00:00,20.08999796263999,79.91000203736002,100.0,55.0,0.25,1
138,138,2026-01-06 18:00:00,18.078584477449326,81.92141552255067,100.0,55.0,0.25,0
139,139,2026-01-06 19:00:00,15.699802446611553,84.30019755338844,100.0,55.0,0.25,0
140,140,2026-01-06 20:00:00,14.257950259631368,85.74204974036863,100.0,55.0,0.25,0
141,141,2026-01-06 21:00:00,12.948391830841762,87.05160816915824,100.0,55.0,0.25,0
142,142,2026-01-06 22:00:00,11.023031039474796,88.9769689605252,100.0,55.0,0.25,0
143,143,2026-01-06 23:00:00,10.20011113572706,89.79988886427294,100.0,55.0,0.25,0
144,144,2026-01-07 00:00:00,9.17557879918781,90.8244212008122,100.0,55.0,0.25,0
145,145,2026-01-07 01:00:00,8.365134545853014,91.63486545414699,100.0,55.0,0.25,0
146,146,2026-01-07 02:00:00,7.156327432742229,92.84367256725777,100.0,55.0,0.25,0
147,147,2026-01-07 03:00:00,6.431180143310848,93.56881985668915,100.0,55.0,0.25,0
148,148,2026-01-07 04:00:00,6.176227203139759,93.82377279686024,100.0,55.0,0.25,0
149,149,2026-01-07 05:00:00,5.582615157861051,94.41738484213894,100.0,55.0,0.25,0
150,150,2026-01-07 06:00:00,11.192512237479987,88.80748776252001,100.0,55.0,0.25,1
151,151,2026-01-07 07:00:00,15.426099892457504,84.5739001075425,100.0,55.0,0.25,1
152,152,2026-01-07 08:00:00,18.381602743602883,81.61839725639712,100.0,55.0,0.25,1
153,153,2026-01-07 09:00:00,16.521945504800552,83.47805449519944,100.0,55.0,0.25,0
154,154,2026-01-07 10:00:00,14.737049888183886,85.26295011181611,100.0,55.0,0.25,0
155,155,2026-01-07 11:00:00,12.95415286269598,87.04584713730402,100.0,55.0,0.25,0
156,156,2026-01-07 12:00:00,12.078535270974053,87.92146472902594,100.0,55.0,0.25,0
157,157,2026-01-07 13:00:00,10.575501308678048,89.42449869132196,100.0,55.0,0.25,0
158,158,2026-01-07 14:00:00,9.164785858115678,90.83521414188432,100.0,55.0,0.25,0
159,159,2026-01-07 15:00:00,14.183595639893921,85.81640436010608,100.0,55.0,0.25,1
160,160,2026-01-07 16:00:00,17.3442773545799,82.6557226454201,100.0,55.0,0.25,1
161,161,2026-01-07 17:00:00,20.311827187217517,79.68817281278248,100.0,55.0,0.25,1
162,162,2026-01-07 18:00:00,18.147600150294224,81.85239984970578,100.0,55.0,0.25,0
163,163,2026-01-07 19:00:00,15.781838846683272,84.21816115331673,100.0,55.0,0.25,0
164,164,2026-01-07 20:00:00,14.405133498960044,85.59486650103996,100.0,55.0,0.25,0
165,165,2026-01-07 21:00:00,12.76951946572514,87.23048053427486,100.0,55.0,0.25,0
166,166,2026-01-07 22:00:00,11.508939718696196,88.4910602813038,100.0,55.0,0.25,0
167,167,2026-01-07 23:00:00,10.542542960824411,89.4574570391756,100.0,55.0,0.25,0
168,168,2026-01-08 00:00:00,9.074524617377813,90.92547538262218,100.0,55.0,0.25,0
169,169,2026-01-08 01:00:00,8.058022738837483,91.94197726116252,100.0,55.0,0.25,0
170,170,2026-01-08 02:00:00,7.225814689178798,92.7741853108212,100.0,55.0,0.25,0
171,171,2026-01-08 03:00:00,6.5321094090983465,93.46789059090165,100.0,55.0,0.25,0
172,172,2026-01-08 04:00:00,6.056418548277642,93.94358145172235,100.0,55.0,0.25,0
173,173,2026-01-08 05:00:00,5.591448618304535,94.40855138169546,100.0,55.0,0.25,0
174,174,2026-01-08 06:00:00,11.19775182737191,88.80224817262808,100.0,55.0,0.25,1
175,175,2026-01-08 07:00:00,15.522246900436635,84.47775309956336,100.0,55.0,0.25,1
176,176,2026-01-08 08:00:00,18.520208066347656,81.47979193365234,100.0,55.0,0.25,1
177,177,2026-01-08 09:00:00,16.76620158084689,83.23379841915312,100.0,55.0,0.25,0
178,178,2026-01-08 10:00:00,14.625504026917984,85.37449597308202,100.0,55.0,0.25,0
179,179,2026-01-08 11:00:00,13.64105697965563,86.35894302034437,100.0,55.0,0.25,0
180,180,2026-01-08 12:00:00,11.830513838330182,88.16948616166982,100.0,55.0,0.25,0
181,181,2026-01-08 13:00:00,10.309303213240664,89.69069678675933,100.0,55.0,0.25,0
182,182,2026-01-08 14:00:00,9.188868057968827,90.81113194203117,100.0,55.0,0.25,0
183,183,2026-01-08 15:00:00,14.148779401234425,85.85122059876558,100.0,55.0,0.25,1
184,184,2026-01-08 16:00:00,17.49452113157417,82.50547886842583,100.0,55.0,0.25,1
185,185,2026-01-08 17:00:00,20.297210365297925,79.70278963470207,100.0,55.0,0.25,1
186,186,2026-01-08 18:00:00,18.010528559416674,81.98947144058333,100.0,55.0,0.25,0
187,187,2026-01-08 19:00:00,15.931409527830354,84.06859047216965,100.0,55.0,0.25,0
188,188,2026-01-08 20:00:00,14.043099529504639,85.95690047049536,100.0,55.0,0.25,0
189,189,2026-01-08 21:00:00,12.38399383540695,87.61600616459305,100.0,55.0,0.25,0
190,190,2026-01-08 22:00:00,11.255224696289423,88.74477530371058,100.0,55.0,0.25,0
191,191,2026-01-08 23:00:00,10.334464123163182,89.66553587683681,100.0,55.0,0.25,0
192,192,2026-01-09 00:00:00,9.16642098940871,90.8335790105913,100.0,55.0,0.25,0
193,193,2026-01-09 01:00:00,7.9596222159703505,92.04037778402964,100.0,55.0,0.25,0
194,194,2026-01-09 02:00:00,7.4383537602774545,92.56164623972255,100.0,55.0,0.25,0
195,195,2026-01-09 03:00:00,6.7723349420401195,93.22766505795988,100.0,55.0,0.25,0
196,196,2026-01-09 04:00:00,5.895067402922804,94.1049325970772,100.0,55.0,0.25,0
197,197,2026-01-09 05:00:00,5.5539632445325715,94.44603675546743,100.0,55.0,0.25,0
198,198,2026-01-09 06:00:00,11.1540554111968,88.8459445888032,100.0,55.0,0.25,1
199,199,2026-01-09 07:00:00,15.128216191064578,84.87178380893542,100.0,55.0,0.25,1
200,200,2026-01-09 08:00:00,18.589165160042683,81.41083483995732,100.0,55.0,0.25,1
201,201,2026-01-09 09:00:00,16.58765167068991,83.41234832931009,100.0,55.0,0.25,0
202,202,2026-01-09 10:00:00,14.895045642201369,85.10495435779863,100.0,55.0,0.25,0
203,203,2026-01-09 11:00:00,13.307783556745337,86.69221644325467,100.0,55.0,0.25,0
204,204,2026-01-09 12:00:00,11.429846495186334,88.57015350481366,100.0,55.0,0.25,0
205,205,2026-01-09 13:00:00,10.293169716541398,89.7068302834586,100.0,55.0,0.25,0
206,206,2026-01-09 14:00:00,9.506053611023225,90.49394638897678,100.0,55.0,0.25,0
207,207,2026-01-09 15:00:00,14.15504210836856,85.84495789163144,100.0,55.0,0.25,1
208,208,2026-01-09 16:00:00,17.642223225900796,82.35777677409921,100.0,55.0,0.25,1
209,209,2026-01-09 17:00:00,20.924956564610635,79.07504343538936,100.0,55.0,0.25,1
210,210,2026-01-09 18:00:00,18.030059136640762,81.96994086335924,100.0,55.0,0.25,0
211,211,2026-01-09 19:00:00,16.173088438397993,83.826911561602,100.0,55.0,0.25,0
212,212,2026-01-09 20:00:00,14.403258625817088,85.59674137418291,100.0,55.0,0.25,0
213,213,2026-01-09 21:00:00,12.817241530605394,87.1827584693946,100.0,55.0,0.25,0
214,214,2026-01-09 22:00:00,11.281473837774856,88.71852616222515,100.0,55.0,0.25,0
215,215,2026-01-09 23:00:00,10.314978208397228,89.68502179160276,100.0,55.0,0.25,0
216,216,2026-01-10 00:00:00,8.969037197675231,91.03096280232477,100.0,55.0,0.25,0
217,217,2026-01-10 01:00:00,8.161406250364813,91.83859374963518,100.0,55.0,0.25,0
218,218,2026-01-10 02:00:00,7.306644865541457,92.69335513445854,100.0,55.0,0.25,0
219,219,2026-01-10 03:00:00,6.711646293971668,93.28835370602833,100.0,55.0,0.25,0
220,220,2026-01-10 04:00:00,6.534770603497777,93.46522939650222,100.0,55.0,0.25,0
221,221,2026-01-10 05:00:00,5.149765184825156,94.85023481517484,100.0,55.0,0.25,0
222,222,2026-01-10 06:00:00,11.279665705582532,88.72033429441747,100.0,55.0,0.25,1
223,223,2026-01-10 07:00:00,15.034267076392792,84.9657329236072,100.0,55.0,0.25,1
224,224,2026-01-10 08:00:00,18.423221314815155,81.57677868518485,100.0,55.0,0.25,1
225,225,2026-01-10 09:00:00,16.69328488480975,83.30671511519026,100.0,55.0,0.25,0
226,226,2026-01-10 10:00:00,14.691291397385415,85.30870860261459,100.0,55.0,0.25,0
227,227,2026-01-10 11:00:00,12.881474190752503,87.1185258092475,100.0,55.0,0.25,0
228,228,2026-01-10 12:00:00,11.562319626925767,88.43768037307423,100.0,55.0,0.25,0
229,229,2026-01-10 13:00:00,10.616654274311365,89.38334572568863,100.0,55.0,0.25,0
230,230,2026-01-10 14:00:00,9.25697323123807,90.74302676876192,100.0,55.0,0.25,0
231,231,2026-01-10 15:00:00,14.09557663610252,85.90442336389748,100.0,55.0,0.25,1
232,232,2026-01-10 16:00:00,17.548328056620356,82.45167194337964,100.0,55.0,0.25,1
233,233,2026-01-10 17:00:00,20.02409019695853,79.97590980304147,100.0,55.0,0.25,1
234,234,2026-01-10 18:00:00,18.344669852367197,81.65533014763281,100.0,55.0,0.25,0
235,235,2026-01-10 19:00:00,16.072759114825477,83.92724088517453,100.0,55.0,0.25,0
236,236,2026-01-10 20:00:00,13.807429755786929,86.19257024421307,100.0,55.0,0.25,0
237,237,2026-01-10 21:00:00,12.724254143298122,87.27574585670187,100.0,55.0,0.25,0
238,238,2026-01-10 22:00:00,11.21217039374925,88.78782960625075,100.0,55.0,0.25,0
239,239,2026-01-10 23:00:00,10.333671031257822,89.66632896874218,100.0,55.0,0.25,0
240,240,2026-01-11 00:00:00,8.965098092896206,91.0349019071038,100.0,55.0,0.25,0
241,241,2026-01-11 01:00:00,8.185822683419437,91.81417731658057,100.0,55.0,0.25,0
242,242,2026-01-11 02:00:00,7.5047150309033706,92.49528496909663,100.0,55.0,0.25,0
243,243,2026-01-11 03:00:00,6.86842250492843,93.13157749507157,100.0,55.0,0.25,0
244,244,2026-01-11 04:00:00,5.831779608751922,94.16822039124808,100.0,55.0,0.25,0
245,245,2026-01-11 05:00:00,5.456317976175319,94.54368202382469,100.0,55.0,0.25,0
246,246,2026-01-11 06:00:00,11.04742460527544,88.95257539472456,100.0,55.0,0.25,1
247,247,2026-01-11 07:00:00,15.22614440411598,84.77385559588402,100.0,55.0,0.25,1
248,248,2026-01-11 08:00:00,18.87069853602926,81.12930146397073,100.0,55.0,0.25,1
249,249,2026-01-11 09:00:00,16.556491107608466,83.44350889239153,100.0,55.0,0.25,0
250,250,2026-01-11 10:00:00,14.426258602699313,85.5737413973007,100.0,55.0,0.25,0
251,251,2026-01-11 11:00:00,13.280595535749319,86.71940446425069,100.0,55.0,0.25,0
252,252,2026-01-11 12:00:00,12.129811608180287,87.87018839181971,100.0,55.0,0.25,0
253,253,2026-01-11 13:00:00,10.687227776634659,89.31277222336534,100.0,55.0,0.25,0
254,254,2026-01-11 14:00:00,9.099172564390697,90.9008274356093,100.0,55.0,0.25,0
255,255,2026-01-11 15:00:00,13.955438103612874,86.04456189638712,100.0,55.0,0.25,1
256,256,2026-01-11 16:00:00,17.792595918476916,82.20740408152308,100.0,55.0,0.25,1
257,257,2026-01-11 17:00:00,20.012876373355937,79.98712362664406,100.0,55.0,0.25,1
258,258,2026-01-11 18:00:00,18.004644920131376,81.99535507986863,100.0,55.0,0.25,0
259,259,2026-01-11 19:00:00,16.100902121047742,83.89909787895226,100.0,55.0,0.25,0
260,260,2026-01-11 20:00:00,14.027072178802834,85.97292782119716,100.0,55.0,0.25,0
261,261,2026-01-11 21:00:00,12.675058209131878,87.32494179086812,100.0,55.0,0.25,0
262,262,2026-01-11 22:00:00,10.696274218689114,89.30372578131089,100.0,55.0,0.25,0
263,263,2026-01-11 23:00:00,9.958306836031719,90.04169316396828,100.0,55.0,0.25,0
264,264,2026-01-12 00:00:00,9.073088610304115,90.92691138969589,100.0,55.0,0.25,0
265,265,2026-01-12 01:00:00,7.9592133353198475,92.04078666468016,100.0,55.0,0.25,0
266,266,2026-01-12 02:00:00,7.730199835893607,92.2698001641064,100.0,55.0,0.25,0
267,267,2026-01-12 03:00:00,6.409243190502279,93.59075680949772,100.0,55.0,0.25,0
268,268,2026-01-12 04:00:00,5.98382999282368,94.01617000717631,100.0,55.0,0.25,0
269,269,2026-01-12 05:00:00,5.549366338800726,94.45063366119928,100.0,55.0,0.25,0
270,270,2026-01-12 06:00:00,11.430668325320854,88.56933167467915,100.0,55.0,0.25,1
271,271,2026-01-12 07:00:00,15.069637820394835,84.93036217960517,100.0,55.0,0.25,1
272,272,2026-01-12 08:00:00,18.75024043840403,81.24975956159597,100.0,55.0,0.25,1
273,273,2026-01-12 09:00:00,16.47754137762019,83.52245862237982,100.0,55.0,0.25,0
274,274,2026-01-12 10:00:00,14.482133663356732,85.51786633664327,100.0,55.0,0.25,0
275,275,2026-01-12 11:00:00,13.189443841191018,86.81055615880898,100.0,55.0,0.25,0
276,276,2026-01-12 12:00:00,11.745192307892454,88.25480769210755,100.0,55.0,0.25,0
277,277,2026-01-12 13:00:00,10.36069134909267,89.63930865090732,100.0,55.0,0.25,0
278,278,2026-01-12 14:00:00,9.417006974579502,90.58299302542049,100.0,55.0,0.25,0
279,279,2026-01-12 15:00:00,13.975222198813773,86.02477780118623,100.0,55.0,0.25,1
280,280,2026-01-12 16:00:00,17.56191715768984,82.43808284231017,100.0,55.0,0.25,1
281,281,2026-01-12 17:00:00,20.286836401383905,79.71316359861609,100.0,55.0,0.25,1
282,282,2026-01-12 18:00:00,18.2330843977312,81.7669156022688,100.0,55.0,0.25,0
283,283,2026-01-12 19:00:00,15.698412210596505,84.3015877894035,100.0,55.0,0.25,0
284,284,2026-01-12 20:00:00,14.639064948049704,85.36093505195029,100.0,55.0,0.25,0
285,285,2026-01-12 21:00:00,12.296545720439736,87.70345427956026,100.0,55.0,0.25,0
286,286,2026-01-12 22:00:00,11.314170667695812,88.6858293323042,100.0,55.0,0.25,0
287,287,2026-01-12 23:00:00,10.280847805595492,89.7191521944045,100.0,55.0,0.25,0
288,288,2026-01-13 00:00:00,9.179800614129753,90.82019938587024,100.0,55.0,0.25,0
289,289,2026-01-13 01:00:00,8.084230067748699,91.9157699322513,100.0,55.0,0.25,0
290,290,2026-01-13 02:00:00,7.362093125035824,92.63790687496417,100.0,55.0,0.25,0
291,291,2026-01-13 03:00:00,6.596671279162639,93.40332872083737,100.0,55.0,0.25,0
292,292,2026-01-13 04:00:00,5.9539659387742345,94.04603406122577,100.0,55.0,0.25,0
293,293,2026-01-13 05:00:00,5.693138642747713,94.30686135725229,100.0,55.0,0.25,0
